run_id,idx,close_time,open,high,low,close,volume,ema_fast_30m,ema_slow_30m,atr_30m,ema_fast_15m,ema_slow_15m,signal,trend_ok,atr_ok,vol_ok
selftest-20251017-185329,0,2025-04-20 19:23:00+00:00,60000.0,60142.71568397782,59979.85052352269,60096.56604957052,26266.80859217121,60096.56604957052,60096.56604957052,,,,0,1,0,1
selftest-20251017-185329,1,2025-04-20 19:53:00+00:00,60096.56604957052,60116.15420773252,60008.45062032969,60031.663668557725,31142.580787014504,60083.58557336797,60090.665833114814,107.70358740282973,,,-1,1,1,1
selftest-20251017-185329,2,2025-04-20 20:23:00+00:00,60031.663668557725,60224.472567348676,60023.185675441906,60181.79699979893,19599.107638785892,60103.227858654165,60098.95048463155,154.49523965479966,,,1,1,1,1
selftest-20251017-185329,3,2025-04-20 20:53:00+00:00,60181.79699979893,60371.880337367584,60164.23003918929,60355.188546452795,15259.439661142958,60153.6199962139,60122.24485388802,172.2135924959633,,,0,1,1,1
selftest-20251017-185329,4,2025-04-20 21:23:00+00:00,60355.188546452795,60363.480819771234,60131.11346560324,60180.03354165531,24339.696899012935,60158.902705302185,60127.49837095777,187.25203291397156,,,0,1,1,1
selftest-20251017-185329,5,2025-04-20 21:53:00+00:00,60180.03354165531,60229.891523799364,60065.24042815669,60083.4831623965,20614.78717283987,60143.818796721054,60123.49698836129,182.73184545971162,,,0,1,1,1
selftest-20251017-185329,6,2025-04-20 22:23:00+00:00,60083.4831623965,60187.84195218261,60053.97766345326,60158.92883898126,21456.425332671923,60146.8408051731,60126.71806569037,174.5872526713174,,,0,1,1,1
selftest-20251017-185329,7,2025-04-20 22:53:00+00:00,60158.92883898126,60182.63812883063,60154.25066980749,60181.03813660293,24618.058824189513,60153.680271459074,60131.65625395515,153.70156786443528,,,0,1,1,1
selftest-20251017-185329,8,2025-04-20 23:23:00+00:00,60181.03813660293,60243.59516902245,60174.76883497495,60239.19695253853,20104.95365206741,60170.783607674966,60141.43268109909,143.09216363731775,,,0,1,1,1
selftest-20251017-185329,9,2025-04-20 23:53:00+00:00,60239.19695253853,60245.15785652114,60174.31509267994,60196.66278716651,20873.37298266379,60175.95944357327,60146.453599832486,135.06445254885978,,,0,1,1,1
selftest-20251017-185329,10,2025-04-21 00:23:00+00:00,60196.66278716651,60470.93641218517,60155.72729725581,60362.73309665076,21589.796474270996,60213.314174188774,60166.11537227051,153.07891878690936,,,0,1,1,1
selftest-20251017-185329,11,2025-04-21 00:53:00+00:00,60362.73309665076,60526.184935501304,60337.48109297739,60516.99512375346,29553.302833306283,60274.05036410172,60198.01353149624,156.31754821754623,,,0,1,1,1
selftest-20251017-185329,12,2025-04-21 01:23:00+00:00,60516.99512375346,60600.402112822245,60508.837151303334,60585.504077681886,22159.330334065486,60336.34110681775,60233.23994478584,150.92149932599327,,,0,1,1,1
selftest-20251017-185329,13,2025-04-21 01:53:00+00:00,60585.504077681886,60790.255850587106,60563.48621197684,60782.67853524215,17203.451027972787,60425.608592502635,60283.18890755459,156.75597157862984,,,0,1,1,1
selftest-20251017-185329,14,2025-04-21 02:23:00+00:00,60782.67853524215,60905.29798347245,60770.87316706927,60900.294153902054,17340.91997100541,60520.545704782526,60339.28938449527,155.1608890660973,,,0,1,1,1
selftest-20251017-185329,15,2025-04-21 02:53:00+00:00,60900.294153902054,60907.526817631195,60852.652030982346,60856.53212054832,22648.433884126163,60587.742987935686,60386.31145140919,151.38740329795579,,,0,1,1,1
selftest-20251017-185329,16,2025-04-21 03:23:00+00:00,60856.53212054832,60970.53752549623,60824.9616160544,60962.27044054086,17572.92070495037,60662.64847845672,60438.67135951206,147.40804740760254,,,0,1,1,1
selftest-20251017-185329,17,2025-04-21 03:53:00+00:00,60962.27044054086,60981.26074690084,60896.274257940815,60906.32139011646,16115.539996359266,60711.38306078867,60481.18499865792,138.64634674915527,,,0,1,1,1
selftest-20251017-185329,18,2025-04-21 04:23:00+00:00,60906.32139011646,61078.48429290481,60878.45233310954,61074.23406425991,25011.905192184033,60783.95326148292,60535.098550076276,136.3366757225319,,,0,1,1,1
selftest-20251017-185329,19,2025-04-21 04:53:00+00:00,61074.23406425991,61134.6638879042,61058.975604521846,61129.209924777286,25258.036987024254,60853.0045941418,60589.108675049094,129.98218913250926,,,0,1,1,1
selftest-20251017-185329,20,2025-04-21 05:23:00+00:00,61129.209924777286,61169.65663640847,61114.344107743666,61167.738154245366,20462.980292061442,60915.95130616252,60641.711354976025,124.37134912789926,,,0,1,1,0
selftest-20251017-185329,21,2025-04-21 05:53:00+00:00,61167.738154245366,61170.054894088214,61144.90411362789,61145.604052252434,23358.86522885493,60961.8818553805,60687.51978200115,124.14015780198368,,,0,1,1,1
selftest-20251017-185329,22,2025-04-21 06:23:00+00:00,61145.604052252434,61362.140879984916,61117.96497687136,61356.255713568826,22870.984387660177,61040.75662701817,60748.313957598206,136.66512702098822,,,0,1,1,1
selftest-20251017-185329,23,2025-04-21 06:53:00+00:00,61356.255713568826,61403.519343161395,61354.23077610593,61398.6492684482,24846.790722126214,61112.33515530418,60807.43534949366,135.12554153629338,,,0,1,1,1
selftest-20251017-185329,24,2025-04-21 07:23:00+00:00,61398.6492684482,61409.72646559359,61397.69673892292,61407.45041826683,24858.374600018586,61171.358207896716,60861.98217392758,113.46987094638722,,,0,1,1,1
selftest-20251017-185329,25,2025-04-21 07:53:00+00:00,61407.45041826683,61428.23577544732,61406.051705594546,61425.61062160068,13080.034759928594,61222.20869063751,60913.221123716045,101.57560146987713,,,0,1,1,0
selftest-20251017-185329,26,2025-04-21 08:23:00+00:00,61425.61062160068,61572.49833475359,61412.82451468172,61552.431065746474,20992.07381975112,61288.253165659306,60971.33111844608,106.44051993794554,,,0,1,1,0
selftest-20251017-185329,27,2025-04-21 08:53:00+00:00,61552.431065746474,61678.66022050874,61542.11618480643,61658.971437972534,24430.334043050945,61362.396820121954,61033.843874766666,99.99583401594853,,,0,1,1,1
selftest-20251017-185329,28,2025-04-21 09:23:00+00:00,61658.971437972534,61807.73397605097,61641.57386803198,61771.52774603034,20290.5123081163,61444.22300530363,61100.90604488154,102.26264055993566,,,0,1,1,0
selftest-20251017-185329,29,2025-04-21 09:53:00+00:00,61771.52774603034,61891.40546473794,61755.35127103589,61886.524216858124,22186.527801308923,61532.683247614536,61172.32587869759,108.06116963516408,,,0,1,1,1
selftest-20251017-185329,30,2025-04-21 10:23:00+00:00,61886.524216858124,62264.21825941479,61742.08725116839,62213.48899330548,25594.685118014382,61668.84439675273,61266.97707093467,134.95796240691925,,,0,1,1,1
selftest-20251017-185329,31,2025-04-21 10:53:00+00:00,62213.48899330548,62226.77931470862,62211.51535135773,62225.13349000165,22385.865778450898,61780.10221540251,61354.082199940756,129.97778200626635,,,0,1,1,1
selftest-20251017-185329,32,2025-04-21 11:23:00+00:00,62225.13349000165,62225.18840582619,62223.53771038326,62223.60987910014,29779.749170339568,61868.80374814204,61433.13017077343,115.80769169538533,,,0,1,1,1
selftest-20251017-185329,33,2025-04-21 11:53:00+00:00,62223.60987910014,62231.01215815144,62168.50649899305,62184.561735433745,27595.203502357832,61931.955345600385,61501.442131197095,114.86607567938803,,,0,1,1,1
selftest-20251017-185329,34,2025-04-21 12:23:00+00:00,62184.561735433745,62365.682814361266,62176.01498489376,62323.35511803097,21510.300005158206,62010.23530008651,61576.16149363654,124.46288287958097,,,0,1,1,0
selftest-20251017-185329,35,2025-04-21 12:53:00+00:00,62323.35511803097,62547.905273154785,62292.01917467667,62526.40115538432,21171.067031432118,62113.46847114608,61662.54691743179,140.94397702370875,,,0,1,1,0
selftest-20251017-185329,36,2025-04-21 13:23:00+00:00,62526.40115538432,62587.75655104112,62516.92583012052,62574.67810764378,12455.719312756639,62205.71039844562,61745.46793472379,128.56217829564048,,,0,1,1,0
selftest-20251017-185329,37,2025-04-21 13:53:00+00:00,62574.67810764378,62583.76466215937,62521.34133264997,62532.10774353946,20634.084206732914,62270.98986746439,61816.980644616124,129.5003756137781,,,0,1,1,0
selftest-20251017-185329,38,2025-04-21 14:23:00+00:00,62532.10774353946,62534.096783518704,62485.759853961164,62491.52675485874,16803.56291967397,62315.09724494327,61878.30301827454,132.09374724855454,,,0,1,1,0
selftest-20251017-185329,39,2025-04-21 14:53:00+00:00,62491.52675485874,62646.652009192556,62466.12231330601,62635.331354827336,23022.92893169463,62379.14406692008,61947.12377614298,143.40414910810952,,,0,1,1,1
selftest-20251017-185329,40,2025-04-21 15:23:00+00:00,62635.331354827336,62835.33303914113,62608.041053833076,62791.074628770526,22710.306748866697,62461.530179290174,62023.8465809273,148.2340180535513,,,0,1,1,1
selftest-20251017-185329,41,2025-04-21 15:53:00+00:00,62791.074628770526,62930.47875083866,62772.28351593385,62922.076183791476,25315.47508603397,62553.639380190434,62105.50381755131,149.78053228230107,,,0,1,1,1
selftest-20251017-185329,42,2025-04-21 16:23:00+00:00,62922.076183791476,62923.68919285278,62898.54613649388,62901.24775496912,29124.47294483659,62623.16105514617,62177.84417549838,139.70788573515114,,,0,1,1,1
selftest-20251017-185329,43,2025-04-21 16:53:00+00:00,62901.24775496912,63032.887867554535,62883.43853819696,62993.35547652677,21911.044726048058,62697.199939422295,62251.98156650096,140.66468113911728,,,0,1,1,0
selftest-20251017-185329,44,2025-04-21 17:23:00+00:00,62993.35547652677,63081.450847394735,62971.99219772818,63071.04969331184,34755.157678581294,62771.969890200206,62326.44230530195,111.18808409770021,,,0,1,1,1
selftest-20251017-185329,45,2025-04-21 17:53:00+00:00,63071.04969331184,63170.28390340995,63044.02116556323,63161.70658170845,23074.659177219837,62849.91722850186,62402.375421338904,119.11656799025981,,,0,1,1,1
selftest-20251017-185329,46,2025-04-21 18:23:00+00:00,63161.70658170845,63338.98477999408,63102.457615609994,63334.950145849405,16948.874700550496,62946.92381197137,62487.154941748944,135.89345862891372,,,0,1,1,0
selftest-20251017-185329,47,2025-04-21 18:53:00+00:00,63334.950145849405,63442.64070215892,63299.19003048472,63426.607921864204,19684.476811151522,63042.86063394994,62572.559758123054,141.6752452371854,,,0,1,1,0
selftest-20251017-185329,48,2025-04-21 19:23:00+00:00,63426.607921864204,63604.52249314679,63369.11416991666,63576.15689854166,20444.12143874831,63149.519886868286,62663.79586179747,144.94242336308682,,,0,1,1,0
selftest-20251017-185329,49,2025-04-21 19:53:00+00:00,63576.15689854166,63690.140835512255,63567.85637128825,63648.32589048996,24795.69752557913,63249.28108759263,62753.29859167861,135.39944948779313,,,0,1,1,1
selftest-20251017-185329,50,2025-04-21 20:23:00+00:00,63648.32589048996,63778.19900519903,63637.58396852481,63748.77814779862,18225.008439585414,63349.18049963383,62843.79673314407,140.38404347019448,,,0,1,1,0
selftest-20251017-185329,51,2025-04-21 20:53:00+00:00,63748.77814779862,63941.94061674148,63740.49642985464,63893.01463205902,20752.143539629513,63457.947326118876,62939.18017849997,150.31410471144045,,,0,1,1,0
selftest-20251017-185329,52,2025-04-21 21:23:00+00:00,63893.01463205902,63920.97762352667,63747.71870736272,63770.70349045262,21328.339148231138,63520.49855898563,63014.7732068593,159.23710375475534,,,0,1,1,0
selftest-20251017-185329,53,2025-04-21 21:53:00+00:00,63770.70349045262,63795.87564427114,63758.79174227666,63793.70287723758,20138.241294827287,63575.13942263603,63085.58499507551,148.99097561960767,,,0,1,1,0
selftest-20251017-185329,54,2025-04-21 22:23:00+00:00,63793.70287723758,63798.27702296695,63793.622648411416,63797.482953415754,25907.37811269041,63619.60812879197,63150.302991288256,133.0882891372847,,,0,1,1,1
selftest-20251017-185329,55,2025-04-21 22:53:00+00:00,63797.482953415754,63799.12510026235,63774.79901868278,63779.762839103925,25040.862704936164,63651.63907085437,63207.52661381695,123.52620675691027,,,0,1,1,1
selftest-20251017-185329,56,2025-04-21 23:23:00+00:00,63779.762839103925,63811.88554437924,63777.298101626526,63808.44558688253,27814.518930144703,63683.00037406001,63262.15561136837,124.20080578504037,,,0,1,1,1
selftest-20251017-185329,57,2025-04-21 23:53:00+00:00,63808.44558688253,64072.51606464085,63800.251025372985,64063.03379509637,20615.427119121458,63759.007058267285,63334.96271898,132.9733564929182,,,0,1,1,0
selftest-20251017-185329,58,2025-04-22 00:23:00+00:00,64063.03379509637,64070.83308701627,64012.0068639025,64016.161292840465,28015.284452592525,63810.43790518193,63396.889862058226,129.35675459629056,,,0,1,1,1
selftest-20251017-185329,59,2025-04-22 00:53:00+00:00,64016.161292840465,64259.00970098557,63975.207513701585,64204.1483807811,16767.547197740154,63889.18000030177,63470.27700012394,140.60957241323766,,,0,1,1,0
selftest-20251017-185329,60,2025-04-22 01:23:00+00:00,64204.1483807811,64265.75516104258,64015.40832959749,64052.258088117174,16685.963563489175,63921.79561786486,63523.18437175969,141.59669148902321,,,0,1,1,0
